query,rolname,calls,mean_time,min_time,max_time,total_time,rows_read,cache_hit_rate,prop_total_time,index_advisor_result
"WITH pgrst_source AS ( SELECT ""public"".""profiles"".""role"", ""public"".""profiles"".""org_id"", ""public"".""profiles"".""full_name"", ""public"".""profiles"".""avatar_url"", ""public"".""profiles"".""status"" FROM ""public"".""profiles"" WHERE  ""public"".""profiles"".""id"" = $1   LIMIT $2 OFFSET $3 )  SELECT $4::bigint AS total_result_set, pg_catalog.count(_postgrest_t) AS page_total, coalesce(json_agg(_postgrest_t), $5) AS body, nullif(current_setting($6, $7), $8) AS response_headers, nullif(current_setting($9, $10), $11) AS response_status, $12 AS response_inserted FROM ( SELECT * FROM pgrst_source ) _postgrest_t",authenticated,983,57.7535969521872,0.620698,3265.678379,56771.785804,983,100.0000000000000000,0.7064524113023193,null
WITH        rows AS (          SELECT ctid          FROM net._http_response          WHERE created < now() - $1          ORDER BY created          LIMIT $2        )        DELETE FROM net._http_response r        USING rows WHERE r.ctid = rows.ctid,supabase_admin,45762,1.14896234950395,0.009445,474.290671,52578.8150379999,18181,100.0000000000000000,0.654276241991961,null
"WITH pgrst_source AS (SELECT pgrst_call.pgrst_scalar FROM (SELECT ""public"".""recruitment_notifications_unread_count""() pgrst_scalar) pgrst_call) SELECT $3::bigint AS total_result_set, $4 AS page_total, coalesce(json_agg(_postgrest_t.pgrst_scalar)->$5, $6) AS body, nullif(current_setting($7, $8), $9) AS response_headers, nullif(current_setting($10, $11), $12) AS response_status, $13 AS response_inserted FROM (SELECT ""recruitment_notifications_unread_count"".* FROM ""pgrst_source"" AS ""recruitment_notifications_unread_count""   LIMIT $1 OFFSET $2) _postgrest_t",authenticated,1683,25.4434216345811,0.221447,1122.48202,42821.278611,1683,99.9964557440574642,0.5328561555951259,null
"WITH pgrst_source AS (SELECT pgrst_call.pgrst_scalar FROM (SELECT $1 AS json_data) pgrst_payload, LATERAL (SELECT ""p_limit"", ""p_include_cancelled"" FROM json_to_record(pgrst_payload.json_data) AS _(""p_limit"" integer, ""p_include_cancelled"" boolean) LIMIT $4) pgrst_body , LATERAL (SELECT ""public"".""one_on_one_meeting_list""(""p_limit"" := pgrst_body.""p_limit"", ""p_include_cancelled"" := pgrst_body.""p_include_cancelled"") pgrst_scalar) pgrst_call) SELECT $5::bigint AS total_result_set, $6 AS page_total, coalesce(json_agg(_postgrest_t.pgrst_scalar)->$7, $8) AS body, nullif(current_setting($9, $10), $11) AS response_headers, nullif(current_setting($12, $13), $14) AS response_status, $15 AS response_inserted FROM (SELECT ""one_on_one_meeting_list"".* FROM ""pgrst_source"" AS ""one_on_one_meeting_list""   LIMIT $2 OFFSET $3) _postgrest_t",authenticated,110,382.451055463636,1.072075,4374.566616,42069.616101,110,99.9581086034455674,0.5235026750738624,null
SELECT * FROM pgbouncer.get_auth($1),pgbouncer,1513,26.7878995228024,0.060332,2331.172913,40530.091978,1513,99.9975730806101275,0.5043452623987302,null
"WITH pgrst_source AS ( SELECT ""public"".""calendar_events"".""id"", ""public"".""calendar_events"".""title"", ""public"".""calendar_events"".""start_time"" FROM ""public"".""calendar_events"" WHERE  ""public"".""calendar_events"".""org_id"" = $1 AND  ""public"".""calendar_events"".""start_time"" >= $2  ORDER BY ""public"".""calendar_events"".""start_time"" ASC  LIMIT $3 OFFSET $4 )  SELECT $5::bigint AS total_result_set, pg_catalog.count(_postgrest_t) AS page_total, coalesce(json_agg(_postgrest_t), $6) AS body, nullif(current_setting($7, $8), $9) AS response_headers, nullif(current_setting($10, $11), $12) AS response_status, $13 AS response_inserted FROM ( SELECT * FROM pgrst_source ) _postgrest_t",authenticated,1139,34.1795586795435,0.214956,5837.914943,38930.517336,1139,100.0000000000000000,0.48444059766261893,null
"WITH pgrst_source AS (SELECT pgrst_call.pgrst_scalar FROM (SELECT ""public"".""application_notifications_unread_count""() pgrst_scalar) pgrst_call) SELECT $3::bigint AS total_result_set, $4 AS page_total, coalesce(json_agg(_postgrest_t.pgrst_scalar)->$5, $6) AS body, nullif(current_setting($7, $8), $9) AS response_headers, nullif(current_setting($10, $11), $12) AS response_status, $13 AS response_inserted FROM (SELECT ""application_notifications_unread_count"".* FROM ""pgrst_source"" AS ""application_notifications_unread_count""   LIMIT $1 OFFSET $2) _postgrest_t",authenticated,1288,30.0191884673913,0.227544,2013.364331,38664.7147460001,1288,99.9943225904127477,0.48113302369825367,null
"WITH pgrst_source AS (SELECT pgrst_call.pgrst_scalar FROM (SELECT ""public"".""hr_metric_notifications_unread_count""() pgrst_scalar) pgrst_call) SELECT $3::bigint AS total_result_set, $4 AS page_total, coalesce(json_agg(_postgrest_t.pgrst_scalar)->$5, $6) AS body, nullif(current_setting($7, $8), $9) AS response_headers, nullif(current_setting($10, $11), $12) AS response_status, $13 AS response_inserted FROM (SELECT ""hr_metric_notifications_unread_count"".* FROM ""pgrst_source"" AS ""hr_metric_notifications_unread_count""   LIMIT $1 OFFSET $2) _postgrest_t",authenticated,865,40.5852031710983,0.252059,2873.98392,35106.200743,865,99.9860515395613209,0.4368518589881705,null
"with sub_tables as (
        select
        rr.entity
        from
        pg_publication_tables pub,
        lateral (
        select
        format($8, pub.schemaname, pub.tablename)::regclass entity
        ) rr
        where
        pub.pubname = $1
        and pub.schemaname like (case $2 when $9 then $10 else $2 end)
        and pub.tablename like (case $3 when $11 then $12 else $3 end)
     )
     insert into realtime.subscription as x(
        subscription_id,
        entity,
        filters,
        claims,
        action_filter
      )
      select
        $4::text::uuid,
        sub_tables.entity,
        $6,
        $5,
        $7
      from
        sub_tables
        on conflict
        (subscription_id, entity, filters, action_filter)
        do update set
        claims = excluded.claims,
        created_at = now()
      returning
         id",supabase_admin,110,315.093676663636,0.108511,2480.143445,34660.304433,107,99.9958344615000104,0.4313032485485088,null
"WITH
-- Recursively get the base types of domains
base_types AS (
  WITH RECURSIVE
  recurse AS (
    SELECT
      oid,
      typbasetype,
      typnamespace AS base_namespace,
      COALESCE(NULLIF(typbasetype, $3), oid) AS base_type
    FROM pg_type
    UNION
    SELECT
      t.oid,
      b.typbasetype,
      b.typnamespace AS base_namespace,
      COALESCE(NULLIF(b.typbasetype, $4), b.oid) AS base_type
    FROM recurse t
    JOIN pg_type b ON t.typbasetype = b.oid
  )
  SELECT
    oid,
    base_namespace,
    base_type
  FROM recurse
  WHERE typbasetype = $5
),
arguments AS (
  SELECT
    oid,
    array_agg((
      COALESCE(name, $6), -- name
      type::regtype::text, -- type
      CASE type
        WHEN $7::regtype THEN $8
        WHEN $9::regtype THEN $10
        WHEN $11::regtype THEN $12
        WHEN $13::regtype THEN $14
        ELSE type::regtype::text
      END, -- convert types that ignore the length and accept any value till maximum size
      idx <= (pronargs - pronargdefaults), -- is_required
      COALESCE(mode = $15, $16) -- is_variadic
    ) ORDER BY idx) AS args,
    CASE COUNT(*) - COUNT(name) -- number of unnamed arguments
      WHEN $17 THEN $18
      WHEN $19 THEN (array_agg(type))[$20] IN ($21::regtype, $22::regtype, $23::regtype, $24::regtype, $25::regtype)
      ELSE $26
    END AS callable
  FROM pg_proc,
       unnest(proargnames, proargtypes, proargmodes)
         WITH ORDINALITY AS _ (name, type, mode, idx)
  WHERE type IS NOT NULL -- only input arguments
  GROUP BY oid
)
SELECT
  pn.nspname AS proc_schema,
  p.proname AS proc_name,
  d.description AS proc_description,
  COALESCE(a.args, $27) AS args,
  tn.nspname AS schema,
  COALESCE(comp.relname, t.typname) AS name,
  p.proretset AS rettype_is_setof,
  (t.typtype = $28
   -- if any TABLE, INOUT or OUT arguments present, treat as composite
   or COALESCE(proargmodes::text[] && $29, $30)
  ) AS rettype_is_composite,
  bt.oid <> bt.base_type as rettype_is_composite_alias,
  p.provolatile,
  p.provariadic > $31 as hasvariadic,
  lower((regexp_split_to_array((regexp_split_to_array(iso_config, $32))[$33], $34))[$35]) AS transaction_isolation_level,
  coalesce(func_settings.kvs, $36) as kvs
FROM pg_proc p
LEFT JOIN arguments a ON a.oid = p.oid
JOIN pg_namespace pn ON pn.oid = p.pronamespace
JOIN base_types bt ON bt.oid = p.prorettype
JOIN pg_type t ON t.oid = bt.base_type
JOIN pg_namespace tn ON tn.oid = t.typnamespace
LEFT JOIN pg_class comp ON comp.oid = t.typrelid
LEFT JOIN pg_description as d ON d.objoid = p.oid AND d.classoid = $37::regclass
LEFT JOIN LATERAL unnest(proconfig) iso_config ON iso_config LIKE $38
LEFT JOIN LATERAL (
  SELECT
    array_agg(row(
      substr(setting, $39, strpos(setting, $40) - $41),
      substr(setting, strpos(setting, $42) + $43)
    )) as kvs
  FROM unnest(proconfig) setting
  WHERE setting ~ ANY($2)
) func_settings ON $44
WHERE t.oid <> $45::regtype AND COALESCE(a.callable, $46)
AND prokind = $47
AND p.pronamespace = ANY($1::regnamespace[])",authenticator,328,105.454946634146,19.274621,7232.822483,34589.222496,36751,99.9687655140802777,0.4304187245709286,null
"WITH pgrst_source AS (SELECT pgrst_call.pgrst_scalar FROM (SELECT ""public"".""leave_notifications_unread_count""() pgrst_scalar) pgrst_call) SELECT $3::bigint AS total_result_set, $4 AS page_total, coalesce(json_agg(_postgrest_t.pgrst_scalar)->$5, $6) AS body, nullif(current_setting($7, $8), $9) AS response_headers, nullif(current_setting($10, $11), $12) AS response_status, $13 AS response_inserted FROM (SELECT ""leave_notifications_unread_count"".* FROM ""pgrst_source"" AS ""leave_notifications_unread_count""   LIMIT $1 OFFSET $2) _postgrest_t",authenticated,1082,29.6077149177449,0.229889,1029.567116,32035.547541,1082,99.9904484454845026,0.39864149924512277,null
"WITH pgrst_source AS (SELECT pgrst_call.pgrst_scalar FROM (SELECT $1 AS json_data) pgrst_payload, LATERAL (SELECT ""p_org_id"", ""p_target_user_id"", ""p_mode"", ""p_permission_key"" FROM json_to_record(pgrst_payload.json_data) AS _(""p_org_id"" uuid, ""p_target_user_id"" uuid, ""p_mode"" text, ""p_permission_key"" text) LIMIT $4) pgrst_body , LATERAL (SELECT ""public"".""user_permission_override_upsert""(""p_org_id"" := pgrst_body.""p_org_id"", ""p_target_user_id"" := pgrst_body.""p_target_user_id"", ""p_mode"" := pgrst_body.""p_mode"", ""p_permission_key"" := pgrst_body.""p_permission_key"") pgrst_scalar) pgrst_call) SELECT $5::bigint AS total_result_set, $6 AS page_total, coalesce(json_agg(_postgrest_t.pgrst_scalar)->$7, $8) AS body, nullif(current_setting($9, $10), $11) AS response_headers, nullif(current_setting($12, $13), $14) AS response_status, $15 AS response_inserted FROM (SELECT ""user_permission_override_upsert"".* FROM ""pgrst_source"" AS ""user_permission_override_upsert""   LIMIT $2 OFFSET $3) _postgrest_t",authenticated,143,191.645107825175,2.979753,6445.210888,27405.250419,143,99.9881502547695225,0.3410233616340171,null
"WITH pgrst_source AS ( SELECT ""public"".""profiles"".""id"", ""public"".""profiles"".""org_id"", ""public"".""profiles"".""role"", ""public"".""profiles"".""full_name"", ""public"".""profiles"".""status"" FROM ""public"".""profiles"" WHERE  ""public"".""profiles"".""id"" = $1   LIMIT $2 OFFSET $3 )  SELECT $4::bigint AS total_result_set, pg_catalog.count(_postgrest_t) AS page_total, coalesce(json_agg(_postgrest_t), $5) AS body, nullif(current_setting($6, $7), $8) AS response_headers, nullif(current_setting($9, $10), $11) AS response_status, $12 AS response_inserted FROM ( SELECT * FROM pgrst_source ) _postgrest_t",authenticated,697,37.9791698263988,0.033074,1144.874456,26471.481369,697,100.0000000000000000,0.32940379766170497,null
update cron.job_run_details set status = $1 where runid = $2,supabase_admin,18548,1.37309846145137,0.033436,316.747572,25468.230263,18548,100.0000000000000000,0.31691961818878306,null
