kind,routePath,concretePath,url,outcome,ok,status,statusText,redirectedTo,contentType,error,bodySample,checkedAt,sourceFile,localhostUrl,orgSubdomainUrl,adminHostUrl
page,/,/,http://localhost:3000/,accessDenied,true,200,OK,,text/html; charset=utf-8,,"<!DOCTYPE html><html lang=""en""><head><meta charSet=""utf-8""/><meta name=""viewport"" content=""width=device-width, initial-scale=1""/><link rel=""stylesheet"" href=""/_next/static/css/app/layout.css?v=1777628522520"" data-precede",2026-05-01T09:42:02.406Z,apps/web/src/app/page.tsx,http://localhost:3000/,http://demo.localhost:3000/,http://admin.localhost:3000/
page,/admin,/admin,http://localhost:3000/admin,redirect,false,307,Temporary Redirect,/login?next=%2Fadmin,,,/login?next=%2Fadmin,2026-05-01T09:42:02.718Z,apps/web/src/app/(main)/admin/page.tsx,http://localhost:3000/admin,http://demo.localhost:3000/admin,http://admin.localhost:3000/admin
page,/admin/applications,/admin/applications,http://localhost:3000/admin/applications,redirect,false,307,Temporary Redirect,/login?next=%2Fadmin%2Fapplications,,,/login?next=%2Fadmin%2Fapplications,2026-05-01T09:42:02.728Z,apps/web/src/app/(main)/admin/applications/page.tsx,http://localhost:3000/admin/applications,http://demo.localhost:3000/admin/applications,http://admin.localhost:3000/admin/applications
page,/admin/broadcasts,/admin/broadcasts,http://localhost:3000/admin/broadcasts,redirect,false,307,Temporary Redirect,/login?next=%2Fadmin%2Fbroadcasts,,,/login?next=%2Fadmin%2Fbroadcasts,2026-05-01T09:42:02.736Z,apps/web/src/app/(main)/admin/broadcasts/page.tsx,http://localhost:3000/admin/broadcasts,http://demo.localhost:3000/admin/broadcasts,http://admin.localhost:3000/admin/broadcasts
page,/admin/categories,/admin/categories,http://localhost:3000/admin/categories,redirect,false,307,Temporary Redirect,/login?next=%2Fadmin%2Fcategories,,,/login?next=%2Fadmin%2Fcategories,2026-05-01T09:42:02.744Z,apps/web/src/app/(main)/admin/categories/page.tsx,http://localhost:3000/admin/categories,http://demo.localhost:3000/admin/categories,http://admin.localhost:3000/admin/categories
page,/admin/departments,/admin/departments,http://localhost:3000/admin/departments,redirect,false,307,Temporary Redirect,/login?next=%2Fadmin%2Fdepartments,,,/login?next=%2Fadmin%2Fdepartments,2026-05-01T09:42:02.751Z,apps/web/src/app/(main)/admin/departments/page.tsx,http://localhost:3000/admin/departments,http://demo.localhost:3000/admin/departments,http://admin.localhost:3000/admin/departments
page,/admin/discount,/admin/discount,http://localhost:3000/admin/discount,redirect,false,307,Temporary Redirect,/login?next=%2Fadmin%2Fdiscount,,,/login?next=%2Fadmin%2Fdiscount,2026-05-01T09:42:02.757Z,apps/web/src/app/(main)/admin/discount/page.tsx,http://localhost:3000/admin/discount,http://demo.localhost:3000/admin/discount,http://admin.localhost:3000/admin/discount
page,/admin/hr,/admin/hr,http://localhost:3000/admin/hr,redirect,false,308,Permanent Redirect,/hr/records,,,/hr/records,2026-05-01T09:42:02.761Z,apps/web/src/app/(main)/admin/hr/page.tsx,http://localhost:3000/admin/hr,http://demo.localhost:3000/admin/hr,http://admin.localhost:3000/admin/hr
page,/admin/hr/absence-reporting,/admin/hr/absence-reporting,http://localhost:3000/admin/hr/absence-reporting,redirect,false,308,Permanent Redirect,/hr/absence-reporting,,,/hr/absence-reporting,2026-05-01T09:42:02.762Z,apps/web/src/app/(main)/admin/hr/absence-reporting/page.tsx,http://localhost:3000/admin/hr/absence-reporting,http://demo.localhost:3000/admin/hr/absence-reporting,http://admin.localhost:3000/admin/hr/absence-reporting
page,/admin/hr/custom-fields,/admin/hr/custom-fields,http://localhost:3000/admin/hr/custom-fields,redirect,false,308,Permanent Redirect,/hr/custom-fields,,,/hr/custom-fields,2026-05-01T09:42:02.763Z,apps/web/src/app/(main)/admin/hr/custom-fields/page.tsx,http://localhost:3000/admin/hr/custom-fields,http://demo.localhost:3000/admin/hr/custom-fields,http://admin.localhost:3000/admin/hr/custom-fields
page,/admin/hr/[userId],/admin/hr/example,http://localhost:3000/admin/hr/example,redirect,false,308,Permanent Redirect,/hr/records/example,,,/hr/records/example,2026-05-01T09:42:02.764Z,apps/web/src/app/(main)/admin/hr/[userId]/page.tsx,http://localhost:3000/admin/hr/example,http://demo.localhost:3000/admin/hr/example,http://admin.localhost:3000/admin/hr/example
page,/admin/hr/hr-metric-alerts,/admin/hr/hr-metric-alerts,http://localhost:3000/admin/hr/hr-metric-alerts,redirect,false,308,Permanent Redirect,/hr/hr-metric-alerts,,,/hr/hr-metric-alerts,2026-05-01T09:42:02.765Z,apps/web/src/app/(main)/admin/hr/hr-metric-alerts/page.tsx,http://localhost:3000/admin/hr/hr-metric-alerts,http://demo.localhost:3000/admin/hr/hr-metric-alerts,http://admin.localhost:3000/admin/hr/hr-metric-alerts
page,/admin/hr/onboarding,/admin/hr/onboarding,http://localhost:3000/admin/hr/onboarding,redirect,false,308,Permanent Redirect,/hr/onboarding,,,/hr/onboarding,2026-05-01T09:42:02.765Z,apps/web/src/app/(main)/admin/hr/onboarding/page.tsx,http://localhost:3000/admin/hr/onboarding,http://demo.localhost:3000/admin/hr/onboarding,http://admin.localhost:3000/admin/hr/onboarding
page,/admin/hr/onboarding/[runId],/admin/hr/onboarding/example,http://localhost:3000/admin/hr/onboarding/example,redirect,false,308,Permanent Redirect,/hr/onboarding/example,,,/hr/onboarding/example,2026-05-01T09:42:02.766Z,apps/web/src/app/(main)/admin/hr/onboarding/[runId]/page.tsx,http://localhost:3000/admin/hr/onboarding/example,http://demo.localhost:3000/admin/hr/onboarding/example,http://admin.localhost:3000/admin/hr/onboarding/example
page,/admin/hr/one-on-ones,/admin/hr/one-on-ones,http://localhost:3000/admin/hr/one-on-ones,redirect,false,308,Permanent Redirect,/hr/one-on-ones,,,/hr/one-on-ones,2026-05-01T09:42:02.766Z,apps/web/src/app/(main)/admin/hr/one-on-ones/page.tsx,http://localhost:3000/admin/hr/one-on-ones,http://demo.localhost:3000/admin/hr/one-on-ones,http://admin.localhost:3000/admin/hr/one-on-ones
page,/admin/hr/org-chart,/admin/hr/org-chart,http://localhost:3000/admin/hr/org-chart,redirect,false,308,Permanent Redirect,/hr/org-chart,,,/hr/org-chart,2026-05-01T09:42:02.767Z,apps/web/src/app/(main)/admin/hr/org-chart/page.tsx,http://localhost:3000/admin/hr/org-chart,http://demo.localhost:3000/admin/hr/org-chart,http://admin.localhost:3000/admin/hr/org-chart
page,/admin/hr/performance,/admin/hr/performance,http://localhost:3000/admin/hr/performance,redirect,false,308,Permanent Redirect,/hr/performance,,,/hr/performance,2026-05-01T09:42:02.768Z,apps/web/src/app/(main)/admin/hr/performance/page.tsx,http://localhost:3000/admin/hr/performance,http://demo.localhost:3000/admin/hr/performance,http://admin.localhost:3000/admin/hr/performance
page,/admin/hr/performance/[cycleId],/admin/hr/performance/example,http://localhost:3000/admin/hr/performance/example,redirect,false,308,Permanent Redirect,/hr/performance/example,,,/hr/performance/example,2026-05-01T09:42:02.768Z,apps/web/src/app/(main)/admin/hr/performance/[cycleId]/page.tsx,http://localhost:3000/admin/hr/performance/example,http://demo.localhost:3000/admin/hr/performance/example,http://admin.localhost:3000/admin/hr/performance/example
page,/admin/integrations,/admin/integrations,http://localhost:3000/admin/integrations,redirect,false,307,Temporary Redirect,/login?next=%2Fadmin%2Fintegrations,,,/login?next=%2Fadmin%2Fintegrations,2026-05-01T09:42:02.769Z,apps/web/src/app/(main)/admin/integrations/page.tsx,http://localhost:3000/admin/integrations,http://demo.localhost:3000/admin/integrations,http://admin.localhost:3000/admin/integrations
page,/admin/interviews,/admin/interviews,http://localhost:3000/admin/interviews,redirect,false,307,Temporary Redirect,/login?next=%2Fadmin%2Finterviews,,,/login?next=%2Fadmin%2Finterviews,2026-05-01T09:42:02.774Z,apps/web/src/app/(main)/admin/interviews/page.tsx,http://localhost:3000/admin/interviews,http://demo.localhost:3000/admin/interviews,http://admin.localhost:3000/admin/interviews
page,/admin/jobs,/admin/jobs,http://localhost:3000/admin/jobs,redirect,false,307,Temporary Redirect,/login?next=%2Fadmin%2Fjobs,,,/login?next=%2Fadmin%2Fjobs,2026-05-01T09:42:02.781Z,apps/web/src/app/(main)/admin/jobs/page.tsx,http://localhost:3000/admin/jobs,http://demo.localhost:3000/admin/jobs,http://admin.localhost:3000/admin/jobs
page,/admin/jobs/[id]/admin-legal,/admin/jobs/example/admin-legal,http://localhost:3000/admin/jobs/example/admin-legal,redirect,false,307,Temporary Redirect,/login?next=%2Fadmin%2Fjobs%2Fexample%2Fadmin-legal,,,/login?next=%2Fadmin%2Fjobs%2Fexample%2Fadmin-legal,2026-05-01T09:42:02.789Z,apps/web/src/app/(main)/admin/jobs/[id]/admin-legal/page.tsx,http://localhost:3000/admin/jobs/example/admin-legal,http://demo.localhost:3000/admin/jobs/example/admin-legal,http://admin.localhost:3000/admin/jobs/example/admin-legal
page,/admin/jobs/[id]/applications,/admin/jobs/example/applications,http://localhost:3000/admin/jobs/example/applications,redirect,false,307,Temporary Redirect,/login?next=%2Fadmin%2Fjobs%2Fexample%2Fapplications,,,/login?next=%2Fadmin%2Fjobs%2Fexample%2Fapplications,2026-05-01T09:42:02.796Z,apps/web/src/app/(main)/admin/jobs/[id]/applications/page.tsx,http://localhost:3000/admin/jobs/example/applications,http://demo.localhost:3000/admin/jobs/example/applications,http://admin.localhost:3000/admin/jobs/example/applications
page,/admin/jobs/[id]/edit,/admin/jobs/example/edit,http://localhost:3000/admin/jobs/example/edit,redirect,false,307,Temporary Redirect,/login?next=%2Fadmin%2Fjobs%2Fexample%2Fedit,,,/login?next=%2Fadmin%2Fjobs%2Fexample%2Fedit,2026-05-01T09:42:02.896Z,apps/web/src/app/(main)/admin/jobs/[id]/edit/page.tsx,http://localhost:3000/admin/jobs/example/edit,http://demo.localhost:3000/admin/jobs/example/edit,http://admin.localhost:3000/admin/jobs/example/edit
