kind,routePath,concretePath,url,outcome,ok,status,statusText,redirectedTo,contentType,error,bodySample,checkedAt,sourceFile,localhostUrl,orgSubdomainUrl,adminHostUrl
page,/,/,http://localhost:3000/,accessDenied,true,200,OK,,text/html; charset=utf-8,,"<!DOCTYPE html><html lang=""en""><head><meta charSet=""utf-8""/><meta name=""viewport"" content=""width=device-width, initial-scale=1""/><link rel=""stylesheet"" href=""/_next/static/css/app/layout.css?v=1777628776454"" data-precede",2026-05-01T09:46:14.055Z,apps/web/src/app/page.tsx,http://localhost:3000/,http://demo.localhost:3000/,http://admin.localhost:3000/
page,/admin,/admin,http://localhost:3000/admin,redirect,false,307,Temporary Redirect,/login?next=%2Fadmin,,,/login?next=%2Fadmin,2026-05-01T09:46:16.633Z,apps/web/src/app/(main)/admin/page.tsx,http://localhost:3000/admin,http://demo.localhost:3000/admin,http://admin.localhost:3000/admin
page,/admin/applications,/admin/applications,http://localhost:3000/admin/applications,redirect,false,307,Temporary Redirect,/login?next=%2Fadmin%2Fapplications,,,/login?next=%2Fadmin%2Fapplications,2026-05-01T09:46:16.637Z,apps/web/src/app/(main)/admin/applications/page.tsx,http://localhost:3000/admin/applications,http://demo.localhost:3000/admin/applications,http://admin.localhost:3000/admin/applications
page,/admin/broadcasts,/admin/broadcasts,http://localhost:3000/admin/broadcasts,redirect,false,307,Temporary Redirect,/login?next=%2Fadmin%2Fbroadcasts,,,/login?next=%2Fadmin%2Fbroadcasts,2026-05-01T09:46:16.645Z,apps/web/src/app/(main)/admin/broadcasts/page.tsx,http://localhost:3000/admin/broadcasts,http://demo.localhost:3000/admin/broadcasts,http://admin.localhost:3000/admin/broadcasts
page,/admin/categories,/admin/categories,http://localhost:3000/admin/categories,redirect,false,307,Temporary Redirect,/login?next=%2Fadmin%2Fcategories,,,/login?next=%2Fadmin%2Fcategories,2026-05-01T09:46:16.662Z,apps/web/src/app/(main)/admin/categories/page.tsx,http://localhost:3000/admin/categories,http://demo.localhost:3000/admin/categories,http://admin.localhost:3000/admin/categories
page,/admin/departments,/admin/departments,http://localhost:3000/admin/departments,redirect,false,307,Temporary Redirect,/login?next=%2Fadmin%2Fdepartments,,,/login?next=%2Fadmin%2Fdepartments,2026-05-01T09:46:16.665Z,apps/web/src/app/(main)/admin/departments/page.tsx,http://localhost:3000/admin/departments,http://demo.localhost:3000/admin/departments,http://admin.localhost:3000/admin/departments
page,/admin/discount,/admin/discount,http://localhost:3000/admin/discount,redirect,false,307,Temporary Redirect,/login?next=%2Fadmin%2Fdiscount,,,/login?next=%2Fadmin%2Fdiscount,2026-05-01T09:46:16.670Z,apps/web/src/app/(main)/admin/discount/page.tsx,http://localhost:3000/admin/discount,http://demo.localhost:3000/admin/discount,http://admin.localhost:3000/admin/discount
page,/admin/hr,/admin/hr,http://localhost:3000/admin/hr,redirect,false,308,Permanent Redirect,/hr/records,,,/hr/records,2026-05-01T09:46:16.674Z,apps/web/src/app/(main)/admin/hr/page.tsx,http://localhost:3000/admin/hr,http://demo.localhost:3000/admin/hr,http://admin.localhost:3000/admin/hr
page,/admin/hr/absence-reporting,/admin/hr/absence-reporting,http://localhost:3000/admin/hr/absence-reporting,redirect,false,308,Permanent Redirect,/hr/absence-reporting,,,/hr/absence-reporting,2026-05-01T09:46:16.675Z,apps/web/src/app/(main)/admin/hr/absence-reporting/page.tsx,http://localhost:3000/admin/hr/absence-reporting,http://demo.localhost:3000/admin/hr/absence-reporting,http://admin.localhost:3000/admin/hr/absence-reporting
page,/admin/hr/custom-fields,/admin/hr/custom-fields,http://localhost:3000/admin/hr/custom-fields,redirect,false,308,Permanent Redirect,/hr/custom-fields,,,/hr/custom-fields,2026-05-01T09:46:16.676Z,apps/web/src/app/(main)/admin/hr/custom-fields/page.tsx,http://localhost:3000/admin/hr/custom-fields,http://demo.localhost:3000/admin/hr/custom-fields,http://admin.localhost:3000/admin/hr/custom-fields
